chunk_id,text,source_type,topic,document_index,chunk_index,total_chunks,word_count,original_doc_id,title,year,authors
synthetic_2_0,Patients - Research Synopsis    Recent Advances in patients Research New studies show promising developments in patients treatment and understanding.     Key Management Strategies Regular follow-up with healthcare providers is essential for optimal management.     Important Considerations - Always consult with your healthcare provider before making changes to your treatment plan - Individual responses to treatments may vary - Regular monitoring and follow-up are crucial  This is educational content and not a substitute for professional medical advice.,synthetic_mock,patients,53,0,1,74,synthetic_2,Patients - Research Synopsis,,
synthetic_3_0,Management? - Research Synopsis    management?: Current Research Landscape Summary of ongoing clinical trials and research directions for management?.     Key Management Strategies Regular follow-up with healthcare providers is essential for optimal management.     Important Considerations - Always consult with your healthcare provider before making changes to your treatment plan - Individual responses to treatments may vary - Regular monitoring and follow-up are crucial  This is educational content and not a substitute for professional medical advice.,synthetic_mock,management?,54,0,1,73,synthetic_3,Management? - Research Synopsis,,
synthetic_4_0,Management? - Faq    management?: Questions and Answers Addressing common patient concerns about management? treatment and management.     Key Management Strategies Regular follow-up with healthcare providers is essential for optimal management.     Important Considerations - Always consult with your healthcare provider before making changes to your treatment plan - Individual responses to treatments may vary - Regular monitoring and follow-up are crucial  This is educational content and not a substitute for professional medical advice.,synthetic_mock,management?,55,0,1,71,synthetic_4,Management? - Faq,,
synthetic_5_0,"Hypertension - Faq    hypertension: Questions and Answers Addressing common patient concerns about hypertension treatment and management.     Key Management Strategies Emphasize regular blood pressure monitoring, medication adherence, sodium restriction, and stress management.     Important Considerations - Always consult with your healthcare provider before making changes to your treatment plan - Individual responses to treatments may vary - Regular monitoring and follow-up are crucial  This is educational content and not a substitute for professional medical advice.",synthetic_mock,hypertension,56,0,1,73,synthetic_5,Hypertension - Faq,,
synthetic_6_0,Management? - Clinical Summary    management? Management Guidelines Evidence-based approaches to management? management including pharmacological and non-pharmacological interventions.     Key Management Strategies Regular follow-up with healthcare providers is essential for optimal management.     Important Considerations - Always consult with your healthcare provider before making changes to your treatment plan - Individual responses to treatments may vary - Regular monitoring and follow-up are crucial  This is educational content and not a substitute for professional medical advice.,synthetic_mock,management?,57,0,1,72,synthetic_6,Management? - Clinical Summary,,
synthetic_7_0,"Diabetes - Patient Guide    Living with diabetes Managing diabetes involves lifestyle modifications, medication adherence, and regular monitoring.     Key Management Strategies Focus on blood glucose monitoring, carbohydrate counting, medication management, and complication prevention.     Important Considerations - Always consult with your healthcare provider before making changes to your treatment plan - Individual responses to treatments may vary - Regular monitoring and follow-up are crucial  This is educational content and not a substitute for professional medical advice.",synthetic_mock,diabetes,58,0,1,74,synthetic_7,Diabetes - Patient Guide,,
synthetic_8_0,"Diabetes - Patient Guide    Understanding diabetes diabetes is a chronic condition that requires careful management. This guide provides practical information for patients.     Key Management Strategies Focus on blood glucose monitoring, carbohydrate counting, medication management, and complication prevention.     Important Considerations - Always consult with your healthcare provider before making changes to your treatment plan - Individual responses to treatments may vary - Regular monitoring and follow-up are crucial  This is educational content and not a substitute for professional medical advice.",synthetic_mock,diabetes,59,0,1,79,synthetic_8,Diabetes - Patient Guide,,
synthetic_9_0,Patients - Patient Guide    Understanding patients patients is a chronic condition that requires careful management. This guide provides practical information for patients.     Key Management Strategies Regular follow-up with healthcare providers is essential for optimal management.     Important Considerations - Always consult with your healthcare provider before making changes to your treatment plan - Individual responses to treatments may vary - Regular monitoring and follow-up are crucial  This is educational content and not a substitute for professional medical advice.,synthetic_mock,patients,60,0,1,77,synthetic_9,Patients - Patient Guide,,
synthetic_10_0,Management? - Faq    Frequently Asked Questions about management?   Q: What are the main symptoms?   A: Common symptoms include.   Q: How is it diagnosed?   A: Diagnosis typically involves.     Key Management Strategies Regular follow-up with healthcare providers is essential for optimal management.     Important Considerations - Always consult with your healthcare provider before making changes to your treatment plan - Individual responses to treatments may vary - Regular monitoring and follow-up are crucial  This is educational content and not a substitute for professional medical advice.,synthetic_mock,management?,61,0,1,82,synthetic_10,Management? - Faq,,
synthetic_11_0,"Asthma - Research Synopsis    Recent Advances in asthma Research New studies show promising developments in asthma treatment and understanding.     Key Management Strategies Cover inhaler techniques, trigger avoidance, action plans for exacerbations, and environmental controls.     Important Considerations - Always consult with your healthcare provider before making changes to your treatment plan - Individual responses to treatments may vary - Regular monitoring and follow-up are crucial  This is educational content and not a substitute for professional medical advice.",synthetic_mock,asthma,62,0,1,76,synthetic_11,Asthma - Research Synopsis,,
synthetic_12_0,"Hypertension - Faq    Frequently Asked Questions about hypertension   Q: What are the main symptoms?   A: Common symptoms include.   Q: How is it diagnosed?   A: Diagnosis typically involves.     Key Management Strategies Emphasize regular blood pressure monitoring, medication adherence, sodium restriction, and stress management.     Important Considerations - Always consult with your healthcare provider before making changes to your treatment plan - Individual responses to treatments may vary - Regular monitoring and follow-up are crucial  This is educational content and not a substitute for professional medical advice.",synthetic_mock,hypertension,63,0,1,84,synthetic_12,Hypertension - Faq,,
synthetic_13_0,"Patients - Patient Guide    patients: A Patient's Guide Learn about symptoms, treatments, and self-care strategies for patients.     Key Management Strategies Regular follow-up with healthcare providers is essential for optimal management.     Important Considerations - Always consult with your healthcare provider before making changes to your treatment plan - Individual responses to treatments may vary - Regular monitoring and follow-up are crucial  This is educational content and not a substitute for professional medical advice.",synthetic_mock,patients,64,0,1,72,synthetic_13,Patients - Patient Guide,,
synthetic_14_0,Management? - Faq    management?: Questions and Answers Addressing common patient concerns about management? treatment and management.     Key Management Strategies Regular follow-up with healthcare providers is essential for optimal management.     Important Considerations - Always consult with your healthcare provider before making changes to your treatment plan - Individual responses to treatments may vary - Regular monitoring and follow-up are crucial  This is educational content and not a substitute for professional medical advice.,synthetic_mock,management?,65,0,1,71,synthetic_14,Management? - Faq,,
synthetic_15_0,"Diabetes - Faq    diabetes: Questions and Answers Addressing common patient concerns about diabetes treatment and management.     Key Management Strategies Focus on blood glucose monitoring, carbohydrate counting, medication management, and complication prevention.     Important Considerations - Always consult with your healthcare provider before making changes to your treatment plan - Individual responses to treatments may vary - Regular monitoring and follow-up are crucial  This is educational content and not a substitute for professional medical advice.",synthetic_mock,diabetes,66,0,1,73,synthetic_15,Diabetes - Faq,,
synthetic_16_0,"Asthma - Clinical Summary    Clinical Overview: asthma asthma affects millions worldwide. Key considerations include diagnosis criteria, treatment options, and prognosis.     Key Management Strategies Cover inhaler techniques, trigger avoidance, action plans for exacerbations, and environmental controls.     Important Considerations - Always consult with your healthcare provider before making changes to your treatment plan - Individual responses to treatments may vary - Regular monitoring and follow-up are crucial  This is educational content and not a substitute for professional medical advice.",synthetic_mock,asthma,67,0,1,77,synthetic_16,Asthma - Clinical Summary,,
synthetic_17_0,"Asthma - Clinical Summary    Clinical Overview: asthma asthma affects millions worldwide. Key considerations include diagnosis criteria, treatment options, and prognosis.     Key Management Strategies Cover inhaler techniques, trigger avoidance, action plans for exacerbations, and environmental controls.     Important Considerations - Always consult with your healthcare provider before making changes to your treatment plan - Individual responses to treatments may vary - Regular monitoring and follow-up are crucial  This is educational content and not a substitute for professional medical advice.",synthetic_mock,asthma,68,0,1,77,synthetic_17,Asthma - Clinical Summary,,
synthetic_18_0,"Diabetes - Clinical Summary    Clinical Overview: diabetes diabetes affects millions worldwide. Key considerations include diagnosis criteria, treatment options, and prognosis.     Key Management Strategies Focus on blood glucose monitoring, carbohydrate counting, medication management, and complication prevention.     Important Considerations - Always consult with your healthcare provider before making changes to your treatment plan - Individual responses to treatments may vary - Regular monitoring and follow-up are crucial  This is educational content and not a substitute for professional medical advice.",synthetic_mock,diabetes,69,0,1,77,synthetic_18,Diabetes - Clinical Summary,,
synthetic_19_0,"Diabetes - Patient Guide    Living with diabetes Managing diabetes involves lifestyle modifications, medication adherence, and regular monitoring.     Key Management Strategies Focus on blood glucose monitoring, carbohydrate counting, medication management, and complication prevention.     Important Considerations - Always consult with your healthcare provider before making changes to your treatment plan - Individual responses to treatments may vary - Regular monitoring and follow-up are crucial  This is educational content and not a substitute for professional medical advice.",synthetic_mock,diabetes,70,0,1,74,synthetic_19,Diabetes - Patient Guide,,
synthetic_20_0,Management? - Research Synopsis    Recent Advances in management? Research New studies show promising developments in management? treatment and understanding.     Key Management Strategies Regular follow-up with healthcare providers is essential for optimal management.     Important Considerations - Always consult with your healthcare provider before making changes to your treatment plan - Individual responses to treatments may vary - Regular monitoring and follow-up are crucial  This is educational content and not a substitute for professional medical advice.,synthetic_mock,management?,71,0,1,74,synthetic_20,Management? - Research Synopsis,,
synthetic_21_0,"Asthma - Faq    Frequently Asked Questions about asthma   Q: What are the main symptoms?   A: Common symptoms include.   Q: How is it diagnosed?   A: Diagnosis typically involves.     Key Management Strategies Cover inhaler techniques, trigger avoidance, action plans for exacerbations, and environmental controls.     Important Considerations - Always consult with your healthcare provider before making changes to your treatment plan - Individual responses to treatments may vary - Regular monitoring and follow-up are crucial  This is educational content and not a substitute for professional medical advice.",synthetic_mock,asthma,72,0,1,84,synthetic_21,Asthma - Faq,,
synthetic_22_0,Patients - Clinical Summary    patients Management Guidelines Evidence-based approaches to patients management including pharmacological and non-pharmacological interventions.     Key Management Strategies Regular follow-up with healthcare providers is essential for optimal management.     Important Considerations - Always consult with your healthcare provider before making changes to your treatment plan - Individual responses to treatments may vary - Regular monitoring and follow-up are crucial  This is educational content and not a substitute for professional medical advice.,synthetic_mock,patients,73,0,1,72,synthetic_22,Patients - Clinical Summary,,
synthetic_23_0,"Diabetes - Faq    diabetes: Questions and Answers Addressing common patient concerns about diabetes treatment and management.     Key Management Strategies Focus on blood glucose monitoring, carbohydrate counting, medication management, and complication prevention.     Important Considerations - Always consult with your healthcare provider before making changes to your treatment plan - Individual responses to treatments may vary - Regular monitoring and follow-up are crucial  This is educational content and not a substitute for professional medical advice.",synthetic_mock,diabetes,74,0,1,73,synthetic_23,Diabetes - Faq,,
synthetic_24_0,Management? - Faq    management?: Questions and Answers Addressing common patient concerns about management? treatment and management.     Key Management Strategies Regular follow-up with healthcare providers is essential for optimal management.     Important Considerations - Always consult with your healthcare provider before making changes to your treatment plan - Individual responses to treatments may vary - Regular monitoring and follow-up are crucial  This is educational content and not a substitute for professional medical advice.,synthetic_mock,management?,75,0,1,71,synthetic_24,Management? - Faq,,
synthetic_3_0,Management? - Research Synopsis    management?: Current Research Landscape Summary of ongoing clinical trials and research directions for management?.     Key Management Strategies Regular follow-up with healthcare providers is essential for optimal management.     Important Considerations - Always consult with your healthcare provider before making changes to your treatment plan - Individual responses to treatments may vary - Regular monitoring and follow-up are crucial  This is educational content and not a substitute for professional medical advice.,synthetic_mock,management?,76,0,1,73,synthetic_3,Management? - Research Synopsis,,
pubmed_41474893_0,"Type 2 diabetes mellitus (T2DM) poses an important worldwide health challenge, impacting over 400 million individuals globally. It ranks as the seventh most common reason for mortality. Among its forms, T2DM is the most widespread, accounting for close to 90.0  of all identified cases. Recognized as a critical chronic health issue, Type 2 diabetes contributes to early morbidity, heart-related conditions and various other health complications. Over the last two decades, advancements in medical science have introduced novel medications to manage high levels of blood sugar in T2DM. Alongside these developments, updated clinical guidelines now emphasize strict glucose management in the initial phases of the condition. This has complicated the selection of appropriate medications, leading to significant shifts in prescription trends, with notable differences observed across nations based on available treatment options. The study aimed to judge the various categories of oral diabetes medications used at the start of therapy, the prevalence of single-drug versus multi-drug approaches and the average count of medications suggested per patient visit. This cross-sectional study was conducted in the Department of Pharmacology in collaboration with the Department of Endocrinology Outpatients' Department in Mymensingh Medical College Hospital (MMCH), Mymensingh, Bangladesh. The mostfrequently used single drug is metformin (38.92 ) and the most generally used combination therapy is Sulfonylurea   Biguanides   DPP4 inhibitor (44.77 ). It is concluded that in T2DM cases, metformin was the most usually used drug both in initial drug treatment and as a single drug treatment. Sulfonylurea   Biguanides   DPP4 inhibitor was the most common blend therapy for T2DM. Prescribing Pattern of Oral Anti-diabetic Agents among Patients with Type 2 Diabetes in Outpatient Department of a Tertiary Care Hospital in Bangladesh.",pubmed,general,77,0,1,275,pubmed_41474893,Prescribing Pattern of Oral Anti-diabetic Agents among Patients with Type 2 Diabetes in Outpatient Department of a Tertiary Care Hospital in Bangladesh.,,"S Razia, S M Ahmed, A N Saleheen"
synthetic_22_0,Patients - Clinical Summary    patients Management Guidelines Evidence-based approaches to patients management including pharmacological and non-pharmacological interventions.     Key Management Strategies Regular follow-up with healthcare providers is essential for optimal management.     Important Considerations - Always consult with your healthcare provider before making changes to your treatment plan - Individual responses to treatments may vary - Regular monitoring and follow-up are crucial  This is educational content and not a substitute for professional medical advice.,synthetic_mock,patients,78,0,1,72,synthetic_22,Patients - Clinical Summary,,
synthetic_18_0,"Diabetes - Clinical Summary    Clinical Overview: diabetes diabetes affects millions worldwide. Key considerations include diagnosis criteria, treatment options, and prognosis.     Key Management Strategies Focus on blood glucose monitoring, carbohydrate counting, medication management, and complication prevention.     Important Considerations - Always consult with your healthcare provider before making changes to your treatment plan - Individual responses to treatments may vary - Regular monitoring and follow-up are crucial  This is educational content and not a substitute for professional medical advice.",synthetic_mock,diabetes,80,0,1,77,synthetic_18,Diabetes - Clinical Summary,,
pubmed_41483529_0,"Klebsiella pneumoniae pyogenic liver abscess (KP-PLA) is increasingly recognized as a cause of endogenous endophthalmitis (EE), particularly in East and Southeast Asia. Hypervirulent K. pneumoniae (hvKP) strains have been implicated in severe ocular complications, yet comprehensive data on incidence, risk factors, and visual outcomes are limited. How does hypervirulent Klebsiella pneumoniae influence the risk and visual outcomes of endogenous endophthalmitis in Klebsiella pneumoniae pyogenic liver abscess? A systematic review and meta analysis.",pubmed,Diabetes Mellitus,81,0,1,72,pubmed_41483529,How does hypervirulent Klebsiella pneumoniae influence the risk and visual outcomes of endogenous endophthalmitis in Klebsiella pneumoniae pyogenic liver abscess? A systematic review and meta analysis,,"Kai-Yang Chen, Hoi-Chun Chan, Chi-Ming Chan"
pubmed_41462479_0,"Diabetes mellitus includes a wide range of chronic metabolic disorders that result in severe hyperglycemia and other damages in diabetic patients due to impaired insulin secretion or insulin inefficiency. This study purpose was to consider of the potential therapeutic properties of MSCs-derived EVs Exo against DM. A complete systematic search was achieved in various electronic databases (Scopus, Web of Science, PubMed and Embase) up to June 2025, following the PRISMA guidelines. A whole of 89 studies were screened based on predetermined standards for inclusion and exclusion. Eventually, the current systematic study contained 13 publications that had the criteria of inclusion. According to the findings of this study, MSCs-derived EVs Exo reduce DM and hyperglycemia with the high ability to regulate inflammatory-immune responses and activate autophagy pathways. However, compared to the diabetic groups, treatment with MSCs-derived EVs Exo revealed tendency towards immunomodulatory, anti-inflammatory, anti-diabetic, regeneration and neogenesis of β-islets. In other studies, have been identified that DM causes significant biochemical changes in beta cells pancreas tissue. In addition, obvious histological changes were observed in pancreatic tissue following DM. Generally, MSCs-derived EVs Exo administration modulated most of the histological and biochemical changes caused by diabetes. Notably, the DM is improved through recovering damaged tissues, increasing insulin levels and glycemic stability. It seems that, MSCs-derived EVs Exo exert these protective and therapeutic properties through the modulating of multiple mechanisms that are implicated in DM. The therapeutic potential of mesenchymal stem cells-derived extracellular vesicles exosomes on the diabetes: a systematic review study.",pubmed,Diabetes mellitus. mesenchymal stem cells. extracellular vesicle. exosome. inflammation. apoptosis. signaling mechanisms,82,0,1,248,pubmed_41462479,The therapeutic potential of mesenchymal stem cells-derived extracellular vesicles/exosomes on the diabetes: a systematic review study.,,"Mahsa Kouhestani, Asieh Hosseini"
synthetic_13_0,"Patients - Patient Guide    patients: A Patient's Guide Learn about symptoms, treatments, and self-care strategies for patients.     Key Management Strategies Regular follow-up with healthcare providers is essential for optimal management.     Important Considerations - Always consult with your healthcare provider before making changes to your treatment plan - Individual responses to treatments may vary - Regular monitoring and follow-up are crucial  This is educational content and not a substitute for professional medical advice.",synthetic_mock,patients,83,0,1,72,synthetic_13,Patients - Patient Guide,,
synthetic_8_0,"Diabetes - Patient Guide    Understanding diabetes diabetes is a chronic condition that requires careful management. This guide provides practical information for patients.     Key Management Strategies Focus on blood glucose monitoring, carbohydrate counting, medication management, and complication prevention.     Important Considerations - Always consult with your healthcare provider before making changes to your treatment plan - Individual responses to treatments may vary - Regular monitoring and follow-up are crucial  This is educational content and not a substitute for professional medical advice.",synthetic_mock,diabetes,84,0,1,79,synthetic_8,Diabetes - Patient Guide,,
pubmed_41357740_0,"The 2023 Global Initiative for Chronic Obstructive Lung Disease (GOLD) strategy introduced updates to the prescription of inhaled medication, including withdrawing recommendation of long-acting beta-agonist inhaled corticosteroids (LABA ICS) as double therapy, restricting ICS use to patients with exacerbations, and recommending earlier escalation to triple therapy. These changes are expected to have a substantial impact on clinical practice. This study aims to describe how well clinicians adhere to the GOLD strategy in daily practice, and to explore the extent to which the 2023 update has changed prescribing patterns. Adherence to Inhaled Medication Guidelines in Patients with COPD: Evaluating the GOLD 2023 Strategy in a Real-World Secondary Care Setting.",pubmed,COPD,85,0,1,108,pubmed_41357740,Adherence to Inhaled Medication Guidelines in Patients with COPD: Evaluating the GOLD 2023 Strategy in a Real-World Secondary Care Setting.,,"Liz J A Cuperus, Gina De Jong, Erik W M A Bischoff"
pubmed_41477187_0,"Hypertension is a leading, yet modifiable, cause of mortality worldwide. While current treatment guidelines apply uniformly, variation in outcomes suggests unrecognized biological heterogeneity. Existing classifications based solely on systolic and diastolic blood pressure fail to capture this complexity. We identified data-driven clinical phenotypes of primary hypertension and examined their associations with mortality. Hypertension Phenotypes and Mortality Risk in the United States of America: A Data-Driven Cluster Analysis.",pubmed,artificial intelligence,86,0,1,67,pubmed_41477187,Hypertension Phenotypes and Mortality Risk in the United States of America: A Data-Driven Cluster Analysis.,,"Rodrigo M Carrillo-Larco, Jithin Sam Varghese, Arshed Quyyumi"
synthetic_4_0,Management? - Faq    management?: Questions and Answers Addressing common patient concerns about management? treatment and management.     Key Management Strategies Regular follow-up with healthcare providers is essential for optimal management.     Important Considerations - Always consult with your healthcare provider before making changes to your treatment plan - Individual responses to treatments may vary - Regular monitoring and follow-up are crucial  This is educational content and not a substitute for professional medical advice.,synthetic_mock,management?,87,0,1,71,synthetic_4,Management? - Faq,,
pubmed_41487794_0,"Anticoagulation is typically withheld in cases of severe thrombocytopenia, but clinical decision-making becomes challenging when a patient has multiple established venous and arterial thrombogenic risk factors, along with a fluctuating platelet level. Given the absence of clear guidelines and with an uncertain balance of risks and benefits, this case report and the accompanying discussion may offer useful insights for managing similar situations in the future. A 70 year old male with metastatic adenocarcinoma of the lung presented to the emergency department for evaluation of worsening fatigue and weakness, which had led to a presyncopal episode with a ground-level fall. His cancer had been diagnosed one year prior and treated monthly with radiation, chemo, and immunotherapies. On admission, he was hypotensive, tachycardic, febrile, and markedly pancytopenic. CT imaging suggested pneumonia superimposed on an extensive tumor burden. He was also found to have new-onset atrial fibrillation (AF) with a rapid ventricular rate. This was initially rate-controlled with labetalol, but anticoagulation was held due to thrombocytopenia, despite a CHADS₂ VASc score of 2. He was transferred to the ICU for chronic obstructive pulmonary disease exacerbation and septic shock complicated by pancytopenia and neutropenic fever. The patient was treated with broad spectrum antibiotics, steroids, filgrastim, vasopressors, intubation, and multiple transfusions (three units of platelets and one unit of packed red blood cells) during the first three days of his five-day admission. Platelet counts ranged between 11 and 61 10³ µL despite interventions. On day three, blood cultures grew Pseudomonas; antibiotics were narrowed, and he was successfully extubated to bilevel positive airway pressure. By day four, his atrial fibrillation converted to sinus rhythm for the first time during this admission, and digoxin was initiated due to ongoing hypotension. Subsequently, he developed a complicated pleural effusion that required chest tube placement. Unfortunately, on day five of admission, he exhibited ST segment elevations (V2-V6) consistent with anterior myocardial infarction. Due to thrombocytopenia, comorbidities, and goals of care, anticoagulation and reperfusion interventions were deferred. Care transitioned to comfort measures only, and he died 48 hours later. This report highlights a unique instance of a common clinical dilemma: determining whether to initiate or withhold anticoagulation in a thrombocytopenic patient with multiple high-risk prothrombotic factors. To our knowledge, no established guidelines specifically address the complex overlap of severe, fluctuating thrombocytopenia and elevated thrombotic risk. This report also underscores the importance of individualized clinical judgment and continual reassessment when making anticoagulation",pubmed,anticoagulation,88,0,2,400,pubmed_41487794,Anticoagulation-Related Dilemma: A Thrombocytopenic Patient With Numerous Thrombogenic Risk Factors.,,"Timothy Johnson, Jennifer Trube, Juan O Rodriguez-Padilla"
pubmed_41487794_1,"whether to initiate or withhold anticoagulation in a thrombocytopenic patient with multiple high-risk prothrombotic factors. To our knowledge, no established guidelines specifically address the complex overlap of severe, fluctuating thrombocytopenia and elevated thrombotic risk. This report also underscores the importance of individualized clinical judgment and continual reassessment when making anticoagulation decisions. Anticoagulation-Related Dilemma: A Thrombocytopenic Patient With Numerous Thrombogenic Risk Factors.",pubmed,anticoagulation,88,1,2,61,pubmed_41487794,Anticoagulation-Related Dilemma: A Thrombocytopenic Patient With Numerous Thrombogenic Risk Factors.,,"Timothy Johnson, Jennifer Trube, Juan O Rodriguez-Padilla"
pubmed_41485195_0,"Chronic thromboembolic pulmonary hypertension (CTEPH) is a rare but potentially curable form of pulmonary hypertension. Pathology is characterized by persistent, organized thrombi causing mechanical vascular obstruction, often accompanied by a small-vessel vasculopathy. In 2023, balloon pulmonary angioplasty (BPA) was introduced in our institution as a new treatment option for managing CTEPH. [Balloon pulmonary angioplasty in Gottsegen National Cardiovascular Center - results of the first 2 years].",pubmed,ballonos pulmonalis angioplastica (BPA),89,0,1,66,pubmed_41485195,[Balloon pulmonary angioplasty in Gottsegen National Cardiovascular Center - results of the first 2 years].,,"Tamás Baranyai, Péter Takács, Balázs Szabó"
pubmed_41495357_0,"Diabetes mellitus is a major global health burden characterized by hyperglycemia, oxidative stress, and progressive pancreatic β-cell dysfunction. Despite the availability of conventional therapies, the need for safer and more effective alternatives persists. Citrullus lanatus (African watermelon) is a fruit rich in bioactive compounds with reported antihyperglycemic and antioxidant properties. This study investigated the modulatory effects of C. lanatus juice on pancreatic and duodenal homeobox 1 (PDX1) gene expression and glycemic control in fortified-diet-fed streptozotocin-induced diabetic Wistar rats. Thirty-six rats weighing 90-110 g, were randomized into six groups: normal control (NMC), diabetic control (DBC), metformin-treated diabetic rats (DBM, 500 mg kg), and diabetic rats treated with C. lanatus juice at 200 mg kg (DBCL1), 500 mg kg (DBCL2), and 1000 mg kg (DBCL3). Animals were pre-fed either normal or fortified diets prior to diabetes induction with streptozotocin (35 mg kg). Following 14 days of treatment, blood and pancreatic tissues were analyzed for glycemic, antioxidant, and molecular parameters. C. lanatus juice significantly (p   0.05) reduced fasting blood glucose in a dose-dependent manner, with the greatest effect observed in DBCL3. Antioxidant enzymes (catalase, superoxide dismutase, and glutathione peroxidase) were significantly increased, while malondialdehyde levels were reduced in all treated groups. Notably, PDX1 gene expression was markedly upregulated (p   0.05) in C. lanatus-treated rats, accompanied by improved insulin, C-peptide, and HDL levels. These findings suggest that C. lanatus juice exerts antidiabetic effects that are associated with increased PDX1 mRNA expression, improved glycemic control, and reduced oxidative stress, supporting a potential role for transcriptional modulation of β-cell function, highlighting its potential as a functional dietary intervention for type 2 diabetes management. Modulation of PDX1 gene expression and glycemic control by Citrullus lanatus in experimental type 2 diabetes.",pubmed,Citrullus lanatus,90,0,1,283,pubmed_41495357,Modulation of PDX1 gene expression and glycemic control by Citrullus lanatus in experimental type 2 diabetes.,,"Anthony G S Moore, Stanley I R Okoduwa"
synthetic_5_0,"Hypertension - Faq    hypertension: Questions and Answers Addressing common patient concerns about hypertension treatment and management.     Key Management Strategies Emphasize regular blood pressure monitoring, medication adherence, sodium restriction, and stress management.     Important Considerations - Always consult with your healthcare provider before making changes to your treatment plan - Individual responses to treatments may vary - Regular monitoring and follow-up are crucial  This is educational content and not a substitute for professional medical advice.",synthetic_mock,hypertension,91,0,1,73,synthetic_5,Hypertension - Faq,,
synthetic_24_0,Management? - Faq    management?: Questions and Answers Addressing common patient concerns about management? treatment and management.     Key Management Strategies Regular follow-up with healthcare providers is essential for optimal management.     Important Considerations - Always consult with your healthcare provider before making changes to your treatment plan - Individual responses to treatments may vary - Regular monitoring and follow-up are crucial  This is educational content and not a substitute for professional medical advice.,synthetic_mock,management?,92,0,1,71,synthetic_24,Management? - Faq,,
pubmed_41381431_0,"Chronic obstructive pulmonary disease (COPD) imposes a substantial clinical and economic burden in Colombia, particularly among older adults. Despite widespread use of dual therapy, many patients remain at high risk of exacerbations. Our objective was to evaluate the long-term cost-effectiveness of single-inhaler triple therapy (FF UMEC VI) versus dual therapy (FF VI) in patients with moderate-to-severe COPD in Colombia. Optimizing COPD management in Latin America: a cost-effectiveness analysis of FF UMEC VI in Colombia.",pubmed,COLOMBIA,93,0,1,74,pubmed_41381431,Optimizing COPD management in Latin America: a cost-effectiveness analysis of FF/UMEC/VI in Colombia.,,"Jefferson Antonio Buendía, Diana Guerrero Patiño"
synthetic_9_0,Patients - Patient Guide    Understanding patients patients is a chronic condition that requires careful management. This guide provides practical information for patients.     Key Management Strategies Regular follow-up with healthcare providers is essential for optimal management.     Important Considerations - Always consult with your healthcare provider before making changes to your treatment plan - Individual responses to treatments may vary - Regular monitoring and follow-up are crucial  This is educational content and not a substitute for professional medical advice.,synthetic_mock,patients,94,0,1,77,synthetic_9,Patients - Patient Guide,,
pubmed_41343041_0,"Chronic obstructive pulmonary disease (COPD) is a heterogeneous chronic lung condition often accompanied by comorbidities and systemic manifestations that affect the person's clinical condition and prognosis and often require specific treatment. Therefore, the management of COPD extends beyond treatment for the lungs per se. Pulmonary rehabilitation (PR) should be considered as part of person-centered management, and supervised exercise training is a core component of this intervention. PR exercise training parameters (e.g., frequency, intensity, time, and type) should be individualized to maximize each individual's functional gains while targeting systemic manifestations and comorbidities. This manuscript presents evidence-based tailored recommendations for optimizing exercise interventions for people with COPD and comorbidities that significantly affect prognosis (e.g., mortality, hospitalizations) including cardiovascular disease (CVD) (e.g., chronic coronary syndrome, heart failure), CVD risk factors (e.g., type 2 diabetes mellitus [T2DM], hypertension), and sarcopenia. To achieve these goals, existing guidelines and evidence for exercise training in COPD, CVD, CVD risk factors, and sarcopenia have been reviewed to identify synergies between PR and cardiac rehabilitation, as well as the treatment of T2DM and sarcopenia. In addition, we provided clinical cases to illustrate how PR can be adapted to accommodate specific comorbidities. These examples offer practical guidance for tailoring exercise prescriptions within PR programs to address the unique needs of people with COPD and clinically relevant comorbidities, thereby enhancing overall treatment effectiveness and optimizing health outcomes. Tailored Exercise Prescription for People with COPD and Clinically Relevant Comorbidities: A Consensus Statement of the EXPERT Working Group and Experts in Pulmonary Rehabilitation.",pubmed,general,95,0,1,250,pubmed_41343041,Tailored Exercise Prescription for People with COPD and Clinically Relevant Comorbidities: A Consensus Statement of the EXPERT Working Group and Experts in Pulmonary Rehabilitation.,,"Felipe V C Machado, Karin Coninx, Daniel Neunhaeuserer"
synthetic_12_0,"Hypertension - Faq    Frequently Asked Questions about hypertension   Q: What are the main symptoms?   A: Common symptoms include.   Q: How is it diagnosed?   A: Diagnosis typically involves.     Key Management Strategies Emphasize regular blood pressure monitoring, medication adherence, sodium restriction, and stress management.     Important Considerations - Always consult with your healthcare provider before making changes to your treatment plan - Individual responses to treatments may vary - Regular monitoring and follow-up are crucial  This is educational content and not a substitute for professional medical advice.",synthetic_mock,hypertension,96,0,1,84,synthetic_12,Hypertension - Faq,,
